"","book","chapter","character","word_count"
"758","Winter's Heart","Ch34: The Hummingbird's Secret","Rand al'Thor",621
"759","Winter's Heart","Ch34: The Hummingbird's Secret","Cadsuane Melaidhrin",1685
"760","Winter's Heart","Ch35: With the Choedan Kal","Rand al'Thor",3924
"761","Winter's Heart","Ch35: With the Choedan Kal","Elza Penfell",584
"762","Winter's Heart","Ch35: With the Choedan Kal","Barmellin",277
"763","Winter's Heart","Ch35: With the Choedan Kal","Timna",186
"764","Winter's Heart","Ch35: With the Choedan Kal","Cyndane",305
"765","Winter's Heart","Ch35: With the Choedan Kal","Cadsuane Melaidhrin",368
"766","Winter's Heart","Ch35: With the Choedan Kal","Rand al'Thor",141
"767","Winter's Heart","Ch35: With the Choedan Kal","Demandred",749
"768","Winter's Heart","Ch35: With the Choedan Kal","Cyndane",119
"769","Winter's Heart","Ch35: With the Choedan Kal","Osan'gar",396
"770","Winter's Heart","Ch35: With the Choedan Kal","Verin Mathwin",225
"771","Winter's Heart","Ch35: With the Choedan Kal","Eben Hopwil",474
"772","Winter's Heart","Ch35: With the Choedan Kal","Cyndane",398
"773","Winter's Heart","Ch35: With the Choedan Kal","Moghedien",305
"774","Winter's Heart","Ch35: With the Choedan Kal","Rand al'Thor",120
"775","Winter's Heart","Ch35: With the Choedan Kal","Cadsuane Melaidhrin",627
"776","Winter's Heart","Ch35: With the Choedan Kal","Osan'gar",236
"777","Winter's Heart","Ch35: With the Choedan Kal","Elza Penfell",217
"778","Winter's Heart","Ch35: With the Choedan Kal","Moghedien",342
"779","Winter's Heart","Ch35: With the Choedan Kal","Cadsuane Melaidhrin",620
"780","Winter's Heart","Ch35: With the Choedan Kal","Narrator",48
"781","Crossroads of Twilight","Prologue: Glimmers of the Pattern","Quote",80
"782","Crossroads of Twilight","Prologue: Glimmers of the Pattern","Rodel Ituralde",4927
"783","Crossroads of Twilight","Prologue: Glimmers of the Pattern","Eamon Valda",1644
"784","Crossroads of Twilight","Prologue: Glimmers of the Pattern","Gabrelle",2873
"785","Crossroads of Twilight","Prologue: Glimmers of the Pattern","Yukiri",6188
"786","Crossroads of Twilight","Prologue: Glimmers of the Pattern","Gawyn Trakand",3014
"787","Crossroads of Twilight","Prologue: Glimmers of the Pattern","Davram Bashere",4320
"788","Crossroads of Twilight","Prologue: Glimmers of the Pattern","Samitsu",9655
"789","Crossroads of Twilight","Ch1: Time to Be Gone","Matrim Cauthon",7864
"790","Crossroads of Twilight","Ch2: Two Captains","Matrim Cauthon",5996
"791","Crossroads of Twilight","Ch3: A Fan of Colors","Matrim Cauthon",9834
"792","Crossroads of Twilight","Ch4: A Tale of a Doll","Furyk Karede",5721
"793","Crossroads of Twilight","Ch5: The Forging of a Hammer","Perrin Aybara",8846
"794","Crossroads of Twilight","Ch6: The Scent of a Dream","Perrin Aybara",5625
"795","Crossroads of Twilight","Ch7: Blacksmith's Puzzle","Perrin Aybara",5957
"796","Crossroads of Twilight","Ch8: Whirlpools of Color","Perrin Aybara",7690
"797","Crossroads of Twilight","Ch9: Traps","Faile Bashere",11636
"798","Crossroads of Twilight","Ch10: A Blazing Beacon","Elayne Trakand",7019
"799","Crossroads of Twilight","Ch11: Talk of Debts","Elayne Trakand",6885
"800","Crossroads of Twilight","Ch12: A Bargain","Elayne Trakand",6643
"801","Crossroads of Twilight","Ch13: High Seats","Elayne Trakand",6782
"802","Crossroads of Twilight","Ch14: What Wise Ones Know","Elayne Trakand",8858
"803","Crossroads of Twilight","Ch15: Gathering Darkness","Elenia Sarand",6642
"804","Crossroads of Twilight","Ch15: Gathering Darkness","Daved Hanlon",6287
"805","Crossroads of Twilight","Ch16: The Subject of Negotiations","Egwene al'Vere",7357
"806","Crossroads of Twilight","Ch17: Secrets","Delana Mosalaine",248
"807","Crossroads of Twilight","Ch17: Secrets","Egwene al'Vere",10363
"808","Crossroads of Twilight","Ch18: A Chat with Siuan","Egwene al'Vere",7445
"809","Crossroads of Twilight","Ch19: Surprises","Egwene al'Vere",9803
"810","Crossroads of Twilight","Ch20: In the Night","Egwene al'Vere",8034
"811","Crossroads of Twilight","Ch21: A Mark","Alviarin Freidhen",8132
"812","Crossroads of Twilight","Ch22: One Answer","Pevara Tazanovni",2392
"813","Crossroads of Twilight","Ch23: Ornaments","Cadsuane Melaidhrin",6551
"814","Crossroads of Twilight","Ch24: A Strengthening Storm","Rand al'Thor",4231
"815","Crossroads of Twilight","Ch24: A Strengthening Storm","Cadsuane Melaidhrin",761
"816","Crossroads of Twilight","Ch24: A Strengthening Storm","Rand al'Thor",1384
"817","Crossroads of Twilight","Ch24: A Strengthening Storm","Elza Penfell",424
"818","Crossroads of Twilight","Ch25: When to Wear Jewels","Perrin Aybara",4360
"819","Crossroads of Twilight","Ch26: In So Habor","Perrin Aybara",5462
"820","Crossroads of Twilight","Ch27: What Must Be Done","Perrin Aybara",6558
"821","Crossroads of Twilight","Ch28: A Cluster of Rosebuds","Matrim Cauthon",10355
"822","Crossroads of Twilight","Ch29: Something Flickers","Matrim Cauthon",8628
"823","Crossroads of Twilight","Ch30: What the Oath Rod Can Do","Egwene al'Vere",10877
"824","Crossroads of Twilight","Epilogue: An Answer","Rand al'Thor",263
"825","Crossroads of Twilight","Epilogue: An Answer","Quote",55
"826","Knife of Dreams","Prologue: Embers Falling on Dry Grass","Quote",22
"827","Knife of Dreams","Prologue: Embers Falling on Dry Grass","Galadedrid Damodred",5567
"828","Knife of Dreams","Prologue: Embers Falling on Dry Grass","Rodel Ituralde",2965
"829","Knife of Dreams","Prologue: Embers Falling on Dry Grass","Suroth Sabelle Meldarath",6208
"830","Knife of Dreams","Prologue: Embers Falling on Dry Grass","Pevara Tazanovni",5700
"831","Knife of Dreams","Prologue: Embers Falling on Dry Grass","Alviarin Freidhen",2479
"832","Knife of Dreams","Prologue: Embers Falling on Dry Grass","Galina Casban",6408
"833","Knife of Dreams","Prologue: Embers Falling on Dry Grass","Egwene al'Vere",7307
"834","Knife of Dreams","Ch1: When Last Sounds","Siuan Sanche",7785
"835","Knife of Dreams","Ch2: The Dark One's Touch","Beonin Marinye",4906
"836","Knife of Dreams","Ch2: The Dark One's Touch","Elaida do Avriny a'Roihan",4226
"837","Knife of Dreams","Ch3: At the Gardens","Aran'gar",3423
"838","Knife of Dreams","Ch4: A Deal","Perrin Aybara",5705
"839","Knife of Dreams","Ch5: Something… Strange","Faile Bashere",6856
"840","Knife of Dreams","Ch6: A Stave and a Razor","Matrim Cauthon",6706
"841","Knife of Dreams","Ch7: A Cold Medallion","Matrim Cauthon",4959
"842","Knife of Dreams","Ch8: Dragons' Eggs","Matrim Cauthon",10979
"843","Knife of Dreams","Ch9: A Short Path","Matrim Cauthon",6055
"844","Knife of Dreams","Ch10: A Village in Shiota","Matrim Cauthon",8187
"845","Knife of Dreams","Ch11: A Hell in Maderin","Matrim Cauthon",10577
"846","Knife of Dreams","Ch12: A Manufactory","Perrin Aybara",8013
"847","Knife of Dreams","Ch13: Siege","Elayne Trakand",5287
"848","Knife of Dreams","Ch14: Wet Things","Elayne Trakand",5494
"849","Knife of Dreams","Ch15: A Different Skill","Elayne Trakand",6253
"850","Knife of Dreams","Ch16: The New Follower","Elayne Trakand",5916
"851","Knife of Dreams","Ch17: A Bronze Bear","Elayne Trakand",6537
"852","Knife of Dreams","Ch17: A Bronze Bear","Arymilla Marne",1702
"853","Knife of Dreams","Ch18: News for the Dragon","Rand al'Thor",5952
"854","Knife of Dreams","Ch19: Vows","Loial",4357
"855","Knife of Dreams","Ch19: Vows","Rand al'Thor",2767
"856","Knife of Dreams","Ch20: The Golden Crane","Rand al'Thor",6441
"857","Knife of Dreams","Ch20: The Golden Crane","Nynaeve al'Meara",1468
"858","Knife of Dreams","Ch20: The Golden Crane","Weilin Aldragoran",1845
"859","Knife of Dreams","Ch21: Within the Stone","Rand al'Thor",10535
"860","Knife of Dreams","Ch22: To Make an Anchor Weep","Harine din Togara Two Winds",6117
"861","Knife of Dreams","Ch23: Call to a Sitting","Romanda Cassin",9283
"862","Knife of Dreams","Ch24: Honey in the Tea","Egwene al'Vere",15098
"863","Knife of Dreams","Ch25: Attending Elaida","Tarna Feir",2179
"864","Knife of Dreams","Ch25: Attending Elaida","Matrim Cauthon",4845
"865","Knife of Dreams","Ch26: As If the World Were Fog","Tuon Athaem Kore Paendrag",4488
"866","Knife of Dreams","Ch26: As If the World Were Fog","Perrin Aybara",6233
"867","Knife of Dreams","Ch26: As If the World Were Fog","Faile Bashere",1234
"868","Knife of Dreams","Ch27: A Plain Wooden Box","Rand al'Thor",6423
"869","Knife of Dreams","Ch27: A Plain Wooden Box","Matrim Cauthon",3722
"870","Knife of Dreams","Ch28: In Malden","Faile Bashere",6200
"871","Knife of Dreams","Ch28: In Malden","Galina Casban",467
"872","Knife of Dreams","Ch29: The Last Knot","Perrin Aybara",3991
"873","Knife of Dreams","Ch29: The Last Knot","Faile Bashere",890
"874","Knife of Dreams","Ch29: The Last Knot","Perrin Aybara",4332
"875","Knife of Dreams","Ch30: Outside the Gates","Faile Bashere",1861
"876","Knife of Dreams","Ch30: Outside the Gates","Perrin Aybara",4165
"877","Knife of Dreams","Ch30: Outside the Gates","Galina Casban",728
"878","Knife of Dreams","Ch31: The House on Full Moon Street","Elayne Trakand",7286
"879","Knife of Dreams","Ch32: To Keep the Bargain","Birgitte Silverbow",6495
"880","Knife of Dreams","Ch33: Nine Out of Ten","Elayne Trakand",4959
"881","Knife of Dreams","Ch34: A Cup of Kaf","Furyk Karede",2816
"882","Knife of Dreams","Ch35: The Importance of Dyelin","Elayne Trakand",6344
"883","Knife of Dreams","Ch36: Under an Oak","Furyk Karede",3288
"884","Knife of Dreams","Ch36: Under an Oak","Matrim Cauthon",1225
"885","Knife of Dreams","Ch36: Under an Oak","Tuon Athaem Kore Paendrag",385
"886","Knife of Dreams","Ch37: Prince of the Ravens","Matrim Cauthon",5220
"887","Knife of Dreams","Epilogue: Remember the Old Saying","Suroth Sabelle Meldarath",1336
"888","Knife of Dreams","Epilogue: Remember the Old Saying","Pevara Tazanovni",2909
"889","The Gathering Storm","Prologue: What the Storm Means","Quote",69
"890","The Gathering Storm","Prologue: What the Storm Means","Renald Fanwar",3841
"891","The Gathering Storm","Prologue: What the Storm Means","Falendre",1794
"892","The Gathering Storm","Prologue: What the Storm Means","Tylee Khirgan",1453
"893","The Gathering Storm","Prologue: What the Storm Means","Graendal",3355
"894","The Gathering Storm","Prologue: What the Storm Means","Rodel Ituralde",1138
"895","The Gathering Storm","Prologue: What the Storm Means","Masema Dagar",1449
"896","The Gathering Storm","Ch1: Tears of Steel","Rand al'Thor",6500
"897","The Gathering Storm","Ch2: The Nature of Pain","Egwene al'Vere",7040
"898","The Gathering Storm","Ch3: The Ways of Honor","Aviendha",4458
"899","The Gathering Storm","Ch4: Nightfall","Gawyn Trakand",1926
"900","The Gathering Storm","Ch5: A Tale of Blood","Rand al'Thor",3879
"901","The Gathering Storm","Ch5: A Tale of Blood","Cadsuane Melaidhrin",2171
"902","The Gathering Storm","Ch6: When Iron Melts","Rodel Ituralde",1369
"903","The Gathering Storm","Ch6: When Iron Melts","Leane Sharif",1169
"904","The Gathering Storm","Ch6: When Iron Melts","Egwene al'Vere",619
"905","The Gathering Storm","Ch7: The Plan for Arad Doman","Nynaeve al'Meara",6114
"906","The Gathering Storm","Ch8: Clean Shirts","Siuan Sanche",7627
"907","The Gathering Storm","Ch9: Leaving Malden","Perrin Aybara",5245
"908","The Gathering Storm","Ch10: The Last of the Tabac","Rodel Ituralde",4506
"909","The Gathering Storm","Ch11: The Death of Adrin","Aviendha",4507
"910","The Gathering Storm","Ch12: Unexpected Encounters","Egwene al'Vere",8403
"911","The Gathering Storm","Ch13: An Offer and a Departure","Gawyn Trakand",5917
"912","The Gathering Storm","Ch14: A Box Opens","Cadsuane Melaidhrin",2582
"913","The Gathering Storm","Ch15: A Place to Begin","Rand al'Thor",2022
"914","The Gathering Storm","Ch15: A Place to Begin","Min Farshaw",2577
"915","The Gathering Storm","Ch15: A Place to Begin","Aviendha",1242
"916","The Gathering Storm","Ch16: In the White Tower","Egwene al'Vere",10574
"917","The Gathering Storm","Ch17: Questions of Control","Cadsuane Melaidhrin",1975
"918","The Gathering Storm","Ch17: Questions of Control","Perrin Aybara",1720
"919","The Gathering Storm","Ch18: A Message in Haste","Siuan Sanche",3325
"920","The Gathering Storm","Ch19: Gambits","Tuon Athaem Kore Paendrag",6922
"921","The Gathering Storm","Ch20: On a Broken Road","Matrim Cauthon",5587
"922","The Gathering Storm","Ch21: Embers and Ash","Perrin Aybara",1281
"923","The Gathering Storm","Ch21: Embers and Ash","Faile Bashere",3840
"924","The Gathering Storm","Ch21: Embers and Ash","Perrin Aybara",277
"925","The Gathering Storm","Ch22: The Last That Could Be Done","Semirhage",1084
"926","The Gathering Storm","Ch22: The Last That Could Be Done","Rand al'Thor",6365
"927","The Gathering Storm","Ch23: A Warp in the Air","Cadsuane Melaidhrin",1790
"928","The Gathering Storm","Ch24: A New Commitment","Gawyn Trakand",6335
"929","The Gathering Storm","Ch25: In Darkness","Sheriam Bayanar",1322
"930","The Gathering Storm","Ch25: In Darkness","Egwene al'Vere",978
"931","The Gathering Storm","Ch26: A Crack in the Stone","Aviendha",3813
"932","The Gathering Storm","Ch26: A Crack in the Stone","Romanda Cassin",1841
"933","The Gathering Storm","Ch27: The Tipsy Gelding","Matrim Cauthon",8440
"934","The Gathering Storm","Ch28: Night in Hinderstap","Matrim Cauthon",8779
"935","The Gathering Storm","Ch29: Into Bandar Eban","Rand al'Thor",5581
"936","The Gathering Storm","Ch30: Old Advice","Gawyn Trakand",4418
"937","The Gathering Storm","Ch31: A Promise to Lews Therin","Cadsuane Melaidhrin",3874
"938","The Gathering Storm","Ch31: A Promise to Lews Therin","Rand al'Thor",4389
"939","The Gathering Storm","Ch32: Rivers of Shadow","Nynaeve al'Meara",9489
"940","The Gathering Storm","Ch33: A Conversation with the Dragon","Nynaeve al'Meara",3717
"941","The Gathering Storm","Ch34: Legends","Matrim Cauthon",5571
"942","The Gathering Storm","Ch35: A Halo of Blackness","Rand al'Thor",2024
"943","The Gathering Storm","Ch35: A Halo of Blackness","Tuon Athaem Kore Paendrag",3351
"944","The Gathering Storm","Ch36: The Death of Tuon","Matrim Cauthon",3457
"945","The Gathering Storm","Ch36: The Death of Tuon","Tuon Athaem Kore Paendrag",1096
"946","The Gathering Storm","Ch37: A Force of Light","Min Farshaw",7667
"947","The Gathering Storm","Ch38: News in Tel'aran'rhiod","Egwene al'Vere",6875
"948","The Gathering Storm","Ch39: A Visit from Verin Sedai","Egwene al'Vere",7996
"949","The Gathering Storm","Ch40: The Tower Shakes","Siuan Sanche",1047
"950","The Gathering Storm","Ch40: The Tower Shakes","Egwene al'Vere",1900
"951","The Gathering Storm","Ch40: The Tower Shakes","Siuan Sanche",1413
"952","The Gathering Storm","Ch40: The Tower Shakes","Adelorna Bastine",1706
"953","The Gathering Storm","Ch41: A Fount of Power","Gawyn Trakand",1587
"954","The Gathering Storm","Ch41: A Fount of Power","Saerin Asnobar",1534
"955","The Gathering Storm","Ch41: A Fount of Power","Egwene al'Vere",576
"956","The Gathering Storm","Ch41: A Fount of Power","Gareth Bryne",2789
"957","The Gathering Storm","Ch41: A Fount of Power","Egwene al'Vere",783
"958","The Gathering Storm","Ch41: A Fount of Power","Saerin Asnobar",477
"959","The Gathering Storm","Ch41: A Fount of Power","Elaida do Avriny a'Roihan",304
"960","The Gathering Storm","Ch42: Before the Stone of Tear","Rand al'Thor",3863
"961","The Gathering Storm","Ch43: Sealed to the Flame","Egwene al'Vere",1938
"962","The Gathering Storm","Ch43: Sealed to the Flame","Jesse Bilal",2635
"963","The Gathering Storm","Ch43: Sealed to the Flame","Siuan Sanche",970
"964","The Gathering Storm","Ch43: Sealed to the Flame","Egwene al'Vere",2486
"965","The Gathering Storm","Ch44: Scents Unknown","Nynaeve al'Meara",6935
"966","The Gathering Storm","Ch45: The Tower Stands","Egwene al'Vere",4589
"967","The Gathering Storm","Ch46: To Be Forged Again","Egwene al'Vere",5696
"968","The Gathering Storm","Ch47: The One He Lost","Rand al'Thor",5202
"969","The Gathering Storm","Ch48: Reading the Commentary","Min Farshaw",2672
"970","The Gathering Storm","Ch49: Just Another Man","Rand al'Thor",2374
"971","The Gathering Storm","Ch50: Veins of Gold","Rand al'Thor",1971
"972","The Gathering Storm","Epilogue: Bathed in Light","Egwene al'Vere",2002
"973","The Gathering Storm","Epilogue: Bathed in Light","Quote",52
"974","Towers of Midnight","Prologue: Distinctions","Quote",179
"975","Towers of Midnight","Prologue: Distinctions","Lan Mandragoran",1280
"976","Towers of Midnight","Prologue: Distinctions","Perrin Aybara",2588
"977","Towers of Midnight","Prologue: Distinctions","Graendal",3539
"978","Towers of Midnight","Prologue: Distinctions","Galadedrid Damodred",4330
"979","Towers of Midnight","Prologue: Distinctions","Padan Fain",973
"980","Towers of Midnight","Prologue: Distinctions","Malenarin Rai",3023
"981","Towers of Midnight","Ch1: Apples First","Almen Bunt",2931
"982","Towers of Midnight","Ch2: Questions of Leadership","Perrin Aybara",3606
"983","Towers of Midnight","Ch2: Questions of Leadership","Galadedrid Damodred",1461
"984","Towers of Midnight","Ch3: The Amyrlin's Anger","Egwene al'Vere",1154
"985","Towers of Midnight","Ch3: The Amyrlin's Anger","Siuan Sanche",2609
"986","Towers of Midnight","Ch3: The Amyrlin's Anger","Egwene al'Vere",1794
"987","Towers of Midnight","Ch4: The Pattern Groans","Perrin Aybara",3830
"988","Towers of Midnight","Ch4: The Pattern Groans","Galadedrid Damodred",2505
"989","Towers of Midnight","Ch5: Writings","Gawyn Trakand",4383
"990","Towers of Midnight","Ch5: Writings","Egwene al'Vere",391
"991","Towers of Midnight","Ch5: Writings","Graendal",2146
"992","Towers of Midnight","Ch6: Questioning Intentions","Morgase Trakand",4972
"993","Towers of Midnight","Ch7: Lighter than a Feather","Lan Mandragoran",1032
"994","Towers of Midnight","Ch7: Lighter than a Feather","Galadedrid Damodred",384
"995","Towers of Midnight","Ch7: Lighter than a Feather","Perrin Aybara",683
"996","Towers of Midnight","Ch7: Lighter than a Feather","Galadedrid Damodred",393
"997","Towers of Midnight","Ch7: Lighter than a Feather","Perrin Aybara",350
"998","Towers of Midnight","Ch7: Lighter than a Feather","Galadedrid Damodred",240
"999","Towers of Midnight","Ch7: Lighter than a Feather","Perrin Aybara",192
"1000","Towers of Midnight","Ch7: Lighter than a Feather","Galadedrid Damodred",67
"1001","Towers of Midnight","Ch7: Lighter than a Feather","Perrin Aybara",71
"1002","Towers of Midnight","Ch8: The Seven-Striped Lass","Matrim Cauthon",6788
"1003","Towers of Midnight","Ch9: Blood in the Air","Matrim Cauthon",2908
"1004","Towers of Midnight","Ch10: After the Taint","Perrin Aybara",3445
"1005","Towers of Midnight","Ch10: After the Taint","Galadedrid Damodred",270
"1006","Towers of Midnight","Ch11: An Unexpected Letter","Elayne Trakand",4289
"1007","Towers of Midnight","Ch12: An Empty Ink Bottle","Min Farshaw",878
"1008","Towers of Midnight","Ch12: An Empty Ink Bottle","Cadsuane Melaidhrin",898
"1009","Towers of Midnight","Ch13: For What Has Been Wrought","Min Farshaw",3029
"1010","Towers of Midnight","Ch14: A Vow","Egwene al'Vere",5749
"1011","Towers of Midnight","Ch15: Use a Pebble","Nynaeve al'Meara",3917
"1012","Towers of Midnight","Ch15: Use a Pebble","Egwene al'Vere",1987
"1013","Towers of Midnight","Ch16: Shanna'har","Faile Bashere",1967
"1014","Towers of Midnight","Ch16: Shanna'har","Perrin Aybara",3922
"1015","Towers of Midnight","Ch17: Partings, and a Meeting","Matrim Cauthon",3818
"1016","Towers of Midnight","Ch17: Partings, and a Meeting","Elayne Trakand",2934
"1017","Towers of Midnight","Ch18: The Strength of This Place","Perrin Aybara",2407
"1018","Towers of Midnight","Ch18: The Strength of This Place","Rodel Ituralde",2266
"1019","Towers of Midnight","Ch18: The Strength of This Place","Faile Bashere",2528
"1020","Towers of Midnight","Ch19: Talk of Dragons","Matrim Cauthon",7209
"1021","Towers of Midnight","Ch20: A Choice","Nynaeve al'Meara",8030
"1022","Towers of Midnight","Ch21: An Open Gate","Perrin Aybara",3108
"1023","Towers of Midnight","Ch21: An Open Gate","Rodel Ituralde",2736
"1024","Towers of Midnight","Ch21: An Open Gate","Morgase Trakand",1228
"1025","Towers of Midnight","Ch22: The End of a Legend","Gawyn Trakand",3335
"1026","Towers of Midnight","Ch22: The End of a Legend","Matrim Cauthon",4242
"1027","Towers of Midnight","Ch22: The End of a Legend","Birgitte Silverbow",3992
"1028","Towers of Midnight","Ch23: Foxheads","Elayne Trakand",5951
"1029","Towers of Midnight","Ch23: Foxheads","Gawyn Trakand",1207
"1030","Towers of Midnight","Ch23: Foxheads","Lan Mandragoran",755
"1031","Towers of Midnight","Ch24: To Make a Stand","Elayne Trakand",1488
"1032","Towers of Midnight","Ch24: To Make a Stand","Rodel Ituralde",1402
"1033","Towers of Midnight","Ch24: To Make a Stand","Perrin Aybara",4625
"1034","Towers of Midnight","Ch25: Return to Bandar Eban","Min Farshaw",3676
"1035","Towers of Midnight","Ch26: Parley","Perrin Aybara",2175
"1036","Towers of Midnight","Ch26: Parley","Galadedrid Damodred",3517
"1037","Towers of Midnight","Ch27: A Call to Stand","Egwene al'Vere",4279
"1038","Towers of Midnight","Ch28: Oddities","Faile Bashere",556
"1039","Towers of Midnight","Ch28: Oddities","Perrin Aybara",1673
"1040","Towers of Midnight","Ch28: Oddities","Rodel Ituralde",3655
"1041","Towers of Midnight","Ch29: A Terrible Feeling","Faile Bashere",2027
"1042","Towers of Midnight","Ch29: A Terrible Feeling","Morgase Trakand",1805
"1043","Towers of Midnight","Ch29: A Terrible Feeling","Perrin Aybara",709
"1044","Towers of Midnight","Ch29: A Terrible Feeling","Elayne Trakand",2428
"1045","Towers of Midnight","Ch30: Men Dream Here","Faile Bashere",848
"1046","Towers of Midnight","Ch30: Men Dream Here","Perrin Aybara",4539
"1047","Towers of Midnight","Ch31: Into the Void","Matrim Cauthon",4366
"1048","Towers of Midnight","Ch32: A Storm of Light","Rodel Ituralde",4201
"1049","Towers of Midnight","Ch32: A Storm of Light","Min Farshaw",1618
"1050","Towers of Midnight","Ch33: A Good Soup","Siuan Sanche",1217
"1051","Towers of Midnight","Ch33: A Good Soup","Perrin Aybara",969
"1052","Towers of Midnight","Ch33: A Good Soup","Gawyn Trakand",5078
"1053","Towers of Midnight","Ch34: Judgment","Perrin Aybara",1273
"1054","Towers of Midnight","Ch34: Judgment","Faile Bashere",1641
"1055","Towers of Midnight","Ch34: Judgment","Perrin Aybara",3902
"1056","Towers of Midnight","Ch35: The Right Thing","Egwene al'Vere",373
"1057","Towers of Midnight","Ch35: The Right Thing","Perrin Aybara",1120
"1058","Towers of Midnight","Ch35: The Right Thing","Galadedrid Damodred",527
"1059","Towers of Midnight","Ch35: The Right Thing","Perrin Aybara",2255
"1060","Towers of Midnight","Ch36: An Invitation","Egwene al'Vere",4643
"1061","Towers of Midnight","Ch36: An Invitation","Perrin Aybara",401
"1062","Towers of Midnight","Ch37: Darkness in the Tower","Gawyn Trakand",843
"1063","Towers of Midnight","Ch37: Darkness in the Tower","Egwene al'Vere",577
"1064","Towers of Midnight","Ch37: Darkness in the Tower","Perrin Aybara",443
"1065","Towers of Midnight","Ch37: Darkness in the Tower","Gawyn Trakand",878
"1066","Towers of Midnight","Ch37: Darkness in the Tower","Perrin Aybara",544
"1067","Towers of Midnight","Ch37: Darkness in the Tower","Egwene al'Vere",965
"1068","Towers of Midnight","Ch37: Darkness in the Tower","Perrin Aybara",672
"1069","Towers of Midnight","Ch37: Darkness in the Tower","Gawyn Trakand",652
"1070","Towers of Midnight","Ch37: Darkness in the Tower","Mesaana",351
"1071","Towers of Midnight","Ch37: Darkness in the Tower","Perrin Aybara",670
"1072","Towers of Midnight","Ch38: Wounds","Egwene al'Vere",2628
"1073","Towers of Midnight","Ch38: Wounds","Perrin Aybara",1171
"1074","Towers of Midnight","Ch38: Wounds","Egwene al'Vere",571
"1075","Towers of Midnight","Ch38: Wounds","Perrin Aybara",850
"1076","Towers of Midnight","Ch38: Wounds","Graendal",260
"1077","Towers of Midnight","Ch39: In the Three-fold Land","Aviendha",2329
"1078","Towers of Midnight","Ch40: A Making","Perrin Aybara",3562
"1079","Towers of Midnight","Ch40: A Making","Faile Bashere",1111
"1080","Towers of Midnight","Ch40: A Making","Perrin Aybara",714
"1081","Towers of Midnight","Ch40: A Making","Galadedrid Damodred",631
"1082","Towers of Midnight","Ch40: A Making","Perrin Aybara",880
"1083","Towers of Midnight","Ch41: An Unexpected Ally","Galadedrid Damodred",571
"1084","Towers of Midnight","Ch41: An Unexpected Ally","Perrin Aybara",886
"1085","Towers of Midnight","Ch41: An Unexpected Ally","Galadedrid Damodred",762
"1086","Towers of Midnight","Ch41: An Unexpected Ally","Perrin Aybara",982
"1087","Towers of Midnight","Ch41: An Unexpected Ally","Galadedrid Damodred",1551
"1088","Towers of Midnight","Ch42: Stronger than Blood","Gawyn Trakand",1236
"1089","Towers of Midnight","Ch42: Stronger than Blood","Lan Mandragoran",1386
"1090","Towers of Midnight","Ch43: Some Tea","Galadedrid Damodred",1447
"1091","Towers of Midnight","Ch43: Some Tea","Alliandre Maritha Kigarin",1480
"1092","Towers of Midnight","Ch44: A Backhanded Request","Morgase Trakand",1676
"1093","Towers of Midnight","Ch44: A Backhanded Request","Perrin Aybara",2613
"1094","Towers of Midnight","Ch45: A Reunion","Elayne Trakand",3977
"1095","Towers of Midnight","Ch45: A Reunion","Aviendha",967
"1096","Towers of Midnight","Ch46: Working Leather","Androl Genhald",6010
"1097","Towers of Midnight","Ch47: A Teaching Chamber","Faile Bashere",4114
"1098","Towers of Midnight","Ch47: A Teaching Chamber","Tuon Athaem Kore Paendrag",2110
"1099","Towers of Midnight","Ch47: A Teaching Chamber","Perrin Aybara",1725
"1100","Towers of Midnight","Ch48: Near Avendesora","Aviendha",4566
"1101","Towers of Midnight","Ch49: Court of the Sun","Aviendha",4938
"1102","Towers of Midnight","Ch50: Choosing Enemies","Elayne Trakand",3311
"1103","Towers of Midnight","Ch51: A Testing","Min Farshaw",3123
"1104","Towers of Midnight","Ch51: A Testing","Cadsuane Melaidhrin",1040
"1105","Towers of Midnight","Ch52: Boots","Elayne Trakand",2952
"1106","Towers of Midnight","Ch52: Boots","Matrim Cauthon",2822
"1107","Towers of Midnight","Ch53: Gateways","Pevara Tazanovni",1855
"1108","Towers of Midnight","Ch53: Gateways","Perrin Aybara",2155
"1109","Towers of Midnight","Ch53: Gateways","Matrim Cauthon",4417
"1110","Towers of Midnight","Ch54: The Light of the World","Matrim Cauthon",5406
"1111","Towers of Midnight","Ch55: The One Left Behind","Matrim Cauthon",3330
"1112","Towers of Midnight","Ch56: Something Wrong","Egwene al'Vere",1233
"1113","Towers of Midnight","Ch56: Something Wrong","Androl Genhald",1423
"1114","Towers of Midnight","Ch57: A Rabbit for Supper","Matrim Cauthon",2986
"1115","Towers of Midnight","Epilogue: And After","Graendal",564
"1116","Towers of Midnight","Epilogue: And After","Perrin Aybara",1433
"1117","Towers of Midnight","Epilogue: And After","Olver",1663
"1118","Towers of Midnight","Epilogue: And After","Barriga",456
"1119","Towers of Midnight","Epilogue: And After","Rand al'Thor",925
"1120","Towers of Midnight","Epilogue: And After","Lan Mandragoran",475
"1121","Towers of Midnight","Epilogue: And After","Quote",245
"1122","A Memory of Light","Prologue: By Grace and Banners Fallen","Quote",87
"1123","A Memory of Light","Prologue: By Grace and Banners Fallen","Bayrd",2733
"1124","A Memory of Light","Prologue: By Grace and Banners Fallen","Talmanes",876
